fonte,origem_tipo,pais,classe,titulo,tipo,fase_produto,produto,categoria,valor,score,ano,link,origem,score_final
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-pnab/manual-fase-de-habilitacao,https://www.secult.mg.gov.br/editais/editais-pnab/manual-fase-de-habilitacao,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/contatos,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/contatos,-6
Secult MG,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://secult.mg.gov.br,https://secult.mg.gov.br,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Documentos Administrativos Documentos Administrativos Acordos de Cooperação Contratos Administrativos Contrato de Gestão Grupos de Trabalho Licitações Patrimônio PMI Circuito Liberdade Termos de Fomento,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-pnab/editais-pnab,https://www.secult.mg.gov.br/editais/editais-pnab/editais-pnab,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/editais-lpg,https://www.secult.mg.gov.br/editais/editais-02-ao-11/editais-lpg,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/suplentes,https://www.secult.mg.gov.br/editais/editais-02-ao-11/suplentes,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/lei-estadual-de-incentivo-a-cultura-leic,https://www.secult.mg.gov.br/documentos/lei-estadual-de-incentivo-a-cultura-leic,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/novo-cronograma-lpg,https://www.secult.mg.gov.br/editais/editais-02-ao-11/novo-cronograma-lpg,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/readequacao-prestacao-de-contas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/readequacao-prestacao-de-contas,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-final,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-final,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/legislacao,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/legislacao,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/consulta-simplificada,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/consulta-simplificada,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/subcomissoes,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/subcomissoes,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-pnab/cronograma-pnab,https://www.secult.mg.gov.br/editais/editais-pnab/cronograma-pnab,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-pnab/documentacao,https://www.secult.mg.gov.br/editais/editais-pnab/documentacao,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-pnab/manual-fase-de-habilitacao,https://www.secult.mg.gov.br/editais/editais-pnab/manual-fase-de-habilitacao,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/aplicacao-de-marcas/lei-estadual-de-incentivo-a-cultura,https://www.secult.mg.gov.br/aplicacao-de-marcas/lei-estadual-de-incentivo-a-cultura,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/aplicacao-de-marcas/politica-nacional-aldir-blanc-pnab,https://www.secult.mg.gov.br/aplicacao-de-marcas/politica-nacional-aldir-blanc-pnab,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/aplicacao-de-marcas/aplicacao-de-marcas-2,https://www.secult.mg.gov.br/aplicacao-de-marcas/aplicacao-de-marcas-2,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Fundo Estadual de Cultura (FEC) Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Instituições Instituições Arquivo Público Mineiro Biblioteca Pública Estadual Circuito Liberdade Museus Centro de Arte Popular Museu Casa Alphonsus de Guimaraens Museu Casa Guignard Museu Casa Guimarães Rosa Museu do Crédito Real Museu dos Militares Mineiros Museu Mineiro Rádio Inconfidência Instituições Arquivo Público Mineiro Biblioteca Pública Estadual Circuito Liberdade Museus Centro de Arte Popular Museu Casa Alphonsus de Guimaraens Museu Casa Guignard Museu Casa Guimarães Rosa Museu do Crédito Real Museu dos,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Instituições Instituições Arquivo Público Mineiro Biblioteca Pública Estadual Circuito Liberdade Museus Centro de Arte Popular Museu Casa Alphonsus de Guimaraens Museu Casa Guignard Museu Casa Guimarães Rosa Museu do Crédito Real Museu dos Militares Mineiros Museu Mineiro Rádio Inconfidência Instituições Arquivo Público Mineiro Biblioteca Pública Estadual Circuito Liberdade Museus Centro de Arte Popular Museu Casa Alphonsus de Guimaraens Museu Casa Guignard Museu Casa Guimarães Rosa Museu do Crédito Real Museu dos,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Lei Paulo Gustavo (LPG) Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Lei Paulo Gustavo (LPG) Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,-8
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Lei Paulo Gustavo (LPG) Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,-8,,https://www.secult.mg.gov.br/documentos/plataformas/plataforma-digital-fomento-e-incentivo-a-cultura,https://www.secult.mg.gov.br/documentos/plataformas/plataforma-digital-fomento-e-incentivo-a-cultura,-8
